ID|LABEL|POLICY_ID|CLAIM_ID|PROVIDER_ID|AMOUNT|LICENSE_NUMBER|INSURED_SEX|INSURED_EDUCATION_LEVEL|INSURED_OCCUPATION|INSURED_HOBBIES|INSURED_RELATIONSHIP|INCIDENT_DATE|INCIDENT_TYPE|INCIDENT_CITY|INCIDENT_STATE|INCIDENT_SEVERITY|AUTHORITIES_CONTACTED|POLICE_REPORT_AVAILABLE
M_20.49.0|mbr|Q_20.49||P_173|298.87|348-KMVR|0|||||2022-03-30|11|North Brandontown|ME|6|1|1
M_20.49.1|mbr|Q_20.49||P_267|432.55|V75 1FD|1|||||2021-10-26|6|South Brett|ND|0|1|0
M_20.50.0|mbr|Q_20.50||P_223|113.56|0V 1819X|2|||||2021-03-22|5|North Kyle|MN|2|1|1
M_20.50.1|mbr|Q_20.50||P_284|329.95|3H 7X3CVG|1|||||2022-02-05|5|Port Michael|AL|0|0|0
M_20.51.0|mbr|Q_20.51||P_379|705.19|343AWN|0|||||2021-02-04|3|Princestad|TN|5|0|1
M_20.51.1|mbr|Q_20.51||P_390|808.31|DRO 390|1|||||2022-03-19|12|Andrewfort|MD|1|1|1
M_20.54.0|mbr|Q_20.54||P_362|157.58|614 EQI|2|||||2022-04-20|5|Robertport|OH|4|1|1
M_20.54.1|mbr|Q_20.54||P_470|782.56|5R 4K3RZB|0|||||2022-04-09|4|West Benjamin|NM|6|1|1
M_20.55.0|mbr|Q_20.55||P_322|746.91|MYN 732|2|||||2021-05-14|5|South Kristen|KS|1|1|1
M_20.55.1|mbr|Q_20.55||P_179|219.76|451 VF5|2|||||2021-04-12|8|East Jean|IA|4|1|1
M_20.56.0|mbr|Q_20.56||P_218|661.71|SF2 L0C|2|||||2021-10-14|13|East Williammouth|MN|2|1|0
M_20.56.1|mbr|Q_20.56||P_365|873.46|213-SLM|0|||||2021-10-02|10|East Jonathan|NY|5|0|1
M_20.57.0|mbr|Q_20.57||P_118|165.24|3K G7416|1|||||2022-02-05|10|Deborahside|NJ|6|1|0
M_20.59.0|mbr|Q_20.59||P_166|889.78|802A|2|||||2021-09-26|5|Port Jessica|SC|3|1|1
M_20.59.1|mbr|Q_20.59||P_264|945.51|400 ZAS|3|||||2022-03-28|9|Erikland|NE|4|0|1
M_20.59.2|mbr|Q_20.59||P_254|404.33|793-978|1|||||2022-02-28|7|Lake Brookeshire|AK|5|0|1
M_20.60.0|mbr|Q_20.60||P_84|303.29|KDA 369|3|||||2021-06-30|1|Wilsonburgh|ND|6|0|1
M_20.61.0|mbr|Q_20.61||P_277|320.48|QN-3147|1|||||2021-10-19|11|Gonzalezfurt|TX|3|0|1
M_20.61.1|mbr|Q_20.61||P_335|272.29|5MSW 90|3|||||2021-06-03|7|Port Alisonport|FL|3|0|1
M_20.63.0|mbr|Q_20.63||P_403|631.61|8-3368Z|2|||||2021-03-03|3|Houstonside|FL|4|0|1
M_20.64.0|mbr|Q_20.64||P_192|174.93|127NYM|1|||||2022-02-04|5|Robertsonville|TX|2|0|1
M_20.64.1|mbr|Q_20.64||P_474|699.2|81-A434|1|||||2022-03-01|5|Smithbury|WY|1|1|1
M_20.65.0|mbr|Q_20.65||P_31|529.74|877 WUG|2|||||2022-04-06|4|Zacharymouth|MO|2|1|0
M_20.65.1|mbr|Q_20.65||P_304|196.58|GIC 7185|2|||||2021-09-01|1|Murilloland|DE|0|0|0
M_20.65.2|mbr|Q_20.65||P_171|962.3|525-AHR|1|||||2022-02-19|2|Whitestad|NY|0|1|0
M_20.66.0|mbr|Q_20.66||P_97|724.35|CVE2690|1|||||2021-12-30|4|West Robert|OR|4|0|1
M_20.66.1|mbr|Q_20.66||P_80|408.99|91-I557|2|||||2021-05-17|4|Reyeston|MN|6|0|0
M_20.67.0|mbr|Q_20.67||P_94|131.89|00K 1586|2|||||2021-12-02|8|Huntshire|CO|1|0|0
M_20.67.1|mbr|Q_20.67||P_384|649.76|2FD E91|0|||||2021-12-19|7|Johnathanside|NH|6|0|0
M_20.67.2|mbr|Q_20.67||P_266|128.27|0XC 763|2|||||2022-03-29|3|Jasonborough|MA|0|0|0
M_20.69.0|mbr|Q_20.69||P_343|539.66|M13 1DJ|3|||||2021-12-23|8|Port Paige|OK|0|0|1
M_20.69.1|mbr|Q_20.69||P_438|771.6|JO3 N5Y|2|||||2021-05-29|1|New Toddshire|AZ|3|1|0
M_20.70.0|mbr|Q_20.70||P_466|732.75|4B 8040U|1|||||2021-09-09|11|New Karamouth|ID|5|1|1
M_20.71.0|mbr|Q_20.71||P_76|569.9|FY3 1978|3|||||2021-07-16|8|Jeffreyside|VT|0|0|1
M_20.72.0|mbr|Q_20.72||P_216|871.16|TFB-6438|1|||||2021-08-03|13|New Ruthmouth|GA|5|1|1
M_20.73.0|mbr|Q_20.73||P_150|536.62|6-24663|0|||||2021-05-27|6|Spenceport|OH|0|1|0
M_20.74.0|mbr|Q_20.74||P_83|716.24|935-RFU|2|||||2021-07-20|8|Rossfort|TX|0|1|0
M_20.74.1|mbr|Q_20.74||P_4|505.39|842-NPQM|0|||||2021-03-12|8|North Thomaschester|MS|3|0|0
M_20.74.2|mbr|Q_20.74||P_93|164.8|V68-FBD|1|||||2022-01-09|5|Wolfberg|TN|0|0|1
M_20.76.0|mbr|Q_20.76||P_9|124.59|8LIP 94|2|||||2021-06-13|11|East Jennifer|NH|6|1|0
M_20.77.0|mbr|Q_20.77||P_76|857.69|F82 3OU|1|||||2022-04-26|4|Prestonshire|HI|6|1|0
M_20.77.1|mbr|Q_20.77||P_491|821.37|HGB 435|0|||||2021-02-17|12|Juliehaven|SC|0|0|0
M_20.78.0|mbr|Q_20.78||P_165|901.78|SJB 137|2|||||2022-04-10|12|South Dominic|LA|0|0|0
M_20.78.1|mbr|Q_20.78||P_242|481.47|MYE 7699|3|||||2022-04-12|5|Kevinbury|CT|4|1|0
M_20.79.0|mbr|Q_20.79||P_392|533.41|088WIJ|3|||||2021-12-23|10|South Adamton|LA|3|0|1
M_20.79.1|mbr|Q_20.79||P_222|585.87|MRE-8754|1|||||2022-04-18|3|Mooreborough|IL|0|0|1
M_20.79.2|mbr|Q_20.79||P_244|344.43|7-5283S|1|||||2022-02-11|9|Williamsfort|ND|5|0|0
M_20.80.0|mbr|Q_20.80||P_140|160.25|566 2VM|1|||||2021-12-03|7|Matthewberg|WV|4|0|1
M_20.80.1|mbr|Q_20.80||P_331|794.83|MDT 827|1|||||2021-10-30|12|Port Davidton|ME|1|1|1
M_20.82.0|mbr|Q_20.82||P_373|329.62|984 OMM|2|||||2021-09-21|1|Lake Sandra|MD|3|0|1
M_20.82.1|mbr|Q_20.82||P_268|901.67|SXM6527|2|||||2021-03-28|4|Hurleyhaven|NY|1|1|0
M_20.82.2|mbr|Q_20.82||P_393|787.02|HSW 118|3|||||2021-04-06|5|Rhondabury|VA|5|0|1
M_20.83.0|mbr|Q_20.83||P_291|546.1|850082|1|||||2021-02-24|1|Coxview|OR|3|1|1
M_20.83.1|mbr|Q_20.83||P_294|368.05|05P I21|3|||||2021-03-26|10|Lake Victoriashire|UT|1|0|0
M_20.83.2|mbr|Q_20.83||P_268|203.57|102-HAND|0|||||2021-07-19|11|Kristinview|NC|6|1|0
M_20.84.0|mbr|Q_20.84||P_380|103.09|VJY-722|1|||||2021-07-25|9|East Michael|MS|2|0|0
M_20.84.1|mbr|Q_20.84||P_430|527.57|34VL967|1|||||2021-03-12|3|South Mary|LA|6|1|0
M_20.84.2|mbr|Q_20.84||P_279|968.67|691-GKVE|0|||||2022-01-15|6|Port Thomas|NH|2|0|1
M_20.85.0|mbr|Q_20.85||P_317|221.91|0299|3|||||2021-08-23|4|Josephview|NV|2|1|1
M_20.85.1|mbr|Q_20.85||P_43|134.12|90E Z36|0|||||2022-01-02|11|Rileymouth|AR|3|1|0
M_20.85.2|mbr|Q_20.85||P_333|978.89|892 RDG|1|||||2022-04-12|8|Grossbury|OR|5|0|1
M_20.87.0|mbr|Q_20.87||P_385|343.26|NVW-3834|3|||||2021-07-03|11|Zunigaland|MS|1|0|1
M_20.87.1|mbr|Q_20.87||P_121|704.51|92-03945|2|||||2021-01-24|13|Phelpsland|ND|0|0|0
M_20.88.0|mbr|Q_20.88||P_324|948.82|55A G97|0|||||2021-05-15|10|Bryanberg|AR|2|1|1
M_20.89.0|mbr|Q_20.89||P_451|486.95|0Z VW805|0|||||2021-08-24|4|Lake Huntershire|AZ|3|0|0
M_20.90.0|mbr|Q_20.90||P_310|770.53|97U 9083|1|||||2021-12-06|4|Carterport|NE|0|1|0
M_20.90.1|mbr|Q_20.90||P_287|643.27|HWS 743|2|||||2021-11-28|3|Paulaborough|AZ|6|0|1
M_20.90.2|mbr|Q_20.90||P_482|424.04|733ZYF|3|||||2021-10-05|2|South Garrett|SC|1|0|1
M_20.91.0|mbr|Q_20.91||P_7|120.64|4OI3236|3|||||2021-10-09|5|Port Brianshire|MI|4|0|0
M_20.91.1|mbr|Q_20.91||P_269|674.9|7968|1|||||2021-06-14|9|Scottstad|PA|0|0|1
M_20.91.2|mbr|Q_20.91||P_306|700.12|GRS2566|0|||||2022-03-27|6|Lauraberg|AZ|1|0|1
M_20.92.0|mbr|Q_20.92||P_164|652.58|BJO 2666|1|||||2021-08-04|5|Rileyburgh|ID|1|0|0
M_20.92.1|mbr|Q_20.92||P_470|614.63|2-98903B|2|||||2021-06-06|13|Marissaton|CT|2|0|0
M_20.92.2|mbr|Q_20.92||P_284|860.9|101 HF2|0|||||2022-01-15|10|Stephaniemouth|VA|0|0|0
M_20.93.0|mbr|Q_20.93||P_293|428.48|1888 SA|1|||||2021-08-15|10|Tiffanyhaven|UT|4|0|0
M_20.93.1|mbr|Q_20.93||P_340|678.23|X73-09Y|1|||||2021-08-19|11|West Christopher|LA|0|0|0
M_20.93.2|mbr|Q_20.93||P_255|602.4|FYD 399|0|||||2021-10-21|6|Micheleport|ND|0|0|0
M_20.94.0|mbr|Q_20.94||P_440|369.0|751-OLO|2|||||2021-12-26|5|New Joyceview|SD|5|1|0
M_20.94.1|mbr|Q_20.94||P_213|491.12|6-9280S|0|||||2021-03-11|13|West Emilystad|ND|4|1|0
M_20.95.0|mbr|Q_20.95||P_221|415.72|J91 9SI|2|||||2021-01-14|7|Howardborough|NV|5|1|1
M_20.96.0|mbr|Q_20.96||P_353|778.47|0UB K40|2|||||2021-08-30|4|South Sierra|NM|2|0|1
M_20.96.1|mbr|Q_20.96||P_98|379.86|33-14558|2|||||2021-02-24|0|Terrellville|NM|1|1|1
M_20.96.2|mbr|Q_20.96||P_138|406.87|47-1402D|0|||||2021-11-13|9|Williamville|CT|6|0|0
M_21.1.0|mbr|Q_21.1||P_491|750.89|15-91052|1|||||2021-02-21|3|Johnstonfurt|IL|0|0|0
M_21.1.1|mbr|Q_21.1||P_216|751.25|478-GJM|2|||||2021-09-09|2|North Jeffrey|SC|1|1|0
M_21.4.0|mbr|Q_21.4||P_80|330.4|621 HYB|1|||||2021-05-14|6|New Isaac|NH|4|0|1
M_21.4.1|mbr|Q_21.4||P_115|910.18|5X 3972K|3|||||2021-05-14|2|Pereztown|MI|3|0|1
M_21.5.0|mbr|Q_21.5||P_87|843.12|863 YDZ|0|||||2021-05-08|3|East Joshua|IN|2|1|1
M_21.5.1|mbr|Q_21.5||P_288|874.22|GQM 6535|1|||||2021-11-04|13|Vaughanstad|NJ|6|0|1
M_21.7.0|mbr|Q_21.7||P_145|755.08|BHM7174|3|||||2021-02-19|11|Josephville|NM|0|0|0
M_21.7.1|mbr|Q_21.7||P_184|148.61|4C855|0|||||2022-03-09|6|South Joanna|OH|0|1|1
M_21.9.0|mbr|Q_21.9||P_23|269.26|330 DZV|3|||||2021-04-29|9|Kristenchester|CO|6|0|1
M_21.10.0|mbr|Q_21.10||P_234|883.5|JKF-5376|2|||||2021-05-11|5|Mullinsview|SD|2|1|0
M_21.10.1|mbr|Q_21.10||P_50|851.87|RNB-6516|3|||||2021-08-08|8|East Jonathanfort|OR|1|0|0
M_21.10.2|mbr|Q_21.10||P_155|578.84|O 521544|2|||||2022-04-26|5|Tracyburgh|CO|6|0|1
M_21.11.0|mbr|Q_21.11||P_486|813.92|937 YQK|3|||||2021-01-18|1|East Justin|WI|3|0|0
M_21.11.1|mbr|Q_21.11||P_234|955.74|770-FQW|1|||||2021-02-03|0|Kennethberg|NV|5|1|0
M_21.12.0|mbr|Q_21.12||P_342|162.22|023 ISR|1|||||2021-08-10|0|Nicholasport|IL|1|0|0
M_21.12.1|mbr|Q_21.12||P_324|649.39|SRZ 180|2|||||2021-12-01|11|Port Shaunland|CA|5|1|0
M_21.12.2|mbr|Q_21.12||P_211|912.9|871 NON|3|||||2021-08-31|2|Port John|AZ|2|0|0
M_21.14.0|mbr|Q_21.14||P_313|577.13|FO 56942|1|||||2021-03-28|8|Blackburnmouth|MD|5|1|1
M_21.14.1|mbr|Q_21.14||P_385|579.73|HQX 958|2|||||2021-01-16|12|Gonzalezside|AR|5|0|0
M_21.14.2|mbr|Q_21.14||P_30|679.3|74P 5264|0|||||2021-10-09|9|Christinaberg|NC|6|1|0
M_21.17.0|mbr|Q_21.17||P_62|903.93|GNU-823|0|||||2021-05-19|6|Lake Julia|MI|3|1|0
M_21.17.1|mbr|Q_21.17||P_421|889.62|762-858|1|||||2021-08-24|4|New Stephanie|OK|6|1|1
M_21.17.2|mbr|Q_21.17||P_164|329.86|9CT O56|0|||||2021-06-08|5|West Brendashire|AZ|0|1|1
M_21.18.0|mbr|Q_21.18||P_344|295.16|MAD 295|2|||||2021-03-19|9|South Laurenshire|NM|3|1|1
M_21.19.0|mbr|Q_21.19||P_79|395.73|925-SOC|0|||||2021-01-01|13|Rayton|MO|3|0|0
M_21.19.1|mbr|Q_21.19||P_165|411.49|ARG-9736|3|||||2021-08-04|8|South Stefanie|KS|6|0|1
M_21.19.2|mbr|Q_21.19||P_92|869.28|BMU7025|1|||||2021-05-10|0|West Jeremyton|HI|3|1|1
M_21.20.0|mbr|Q_21.20||P_274|926.58|04-E556|2|||||2022-04-05|12|North Abigailstad|WA|5|1|1
M_21.20.1|mbr|Q_21.20||P_148|804.02|721-LQD|1|||||2022-01-27|2|Lake Rossland|RI|0|0|0
M_21.20.2|mbr|Q_21.20||P_384|439.53|5349 EU|2|||||2021-07-21|2|Nealville|VA|3|0|0
M_21.21.0|mbr|Q_21.21||P_246|655.13|77T 077|3|||||2021-04-12|10|Lake Jade|OK|3|0|1
M_21.22.0|mbr|Q_21.22||P_99|454.22|K 129236|3|||||2021-05-30|4|Wilsonport|OH|4|0|0
M_21.22.1|mbr|Q_21.22||P_49|965.46|08SQ477|2|||||2021-10-17|12|Lake Paultown|MO|5|0|0
M_21.22.2|mbr|Q_21.22||P_482|924.03|5G 96979|0|||||2021-06-02|7|East Crystalmouth|ME|0|0|1
M_21.23.0|mbr|Q_21.23||P_26|211.34|6VWD 91|1|||||2021-07-06|11|Lake Debbie|AK|2|0|1
M_21.24.0|mbr|Q_21.24||P_110|822.05|O15-LPI|1|||||2021-08-27|6|Taylorhaven|MD|1|1|1
M_21.24.1|mbr|Q_21.24||P_243|757.31|726-XES|1|||||2021-12-02|3|Danielshire|DC|3|0|0
M_21.24.2|mbr|Q_21.24||P_289|173.45|HWN 705|1|||||2021-09-09|10|Cortezton|AZ|0|0|1
M_21.25.0|mbr|Q_21.25||P_24|698.16|YCX 367|0|||||2021-05-14|5|Kyleland|LA|5|1|0
M_21.25.1|mbr|Q_21.25||P_310|300.0|997 PGS|0|||||2021-07-27|9|East Tina|UT|3|0|0
M_21.26.0|mbr|Q_21.26||P_15|800.56|3013|3|||||2021-09-14|8|Bishopchester|IA|1|1|0
M_21.26.1|mbr|Q_21.26||P_367|970.08|LFA 307|1|||||2022-03-08|3|East Kimberlyburgh|WV|6|0|0
M_21.27.0|mbr|Q_21.27||P_475|665.17|4LZ Y18|0|||||2021-05-10|5|South Cody|NY|0|0|0
M_21.27.1|mbr|Q_21.27||P_208|775.05|193924|1|||||2021-01-22|4|Dunntown|MT|6|1|1
M_21.27.2|mbr|Q_21.27||P_122|507.66|Z76 8TO|1|||||2022-02-23|6|Perrymouth|ME|5|1|1
M_21.28.0|mbr|Q_21.28||P_227|167.15|688-JQU|2|||||2021-02-13|2|New Nicolehaven|ND|5|0|0
M_21.28.1|mbr|Q_21.28||P_331|719.89|JZR 736|0|||||2021-04-21|5|Port Javierton|ID|4|1|1
M_21.29.0|mbr|Q_21.29||P_398|354.96|4BG 181|1|||||2021-03-27|0|Holmeschester|RI|0|1|0
M_21.29.1|mbr|Q_21.29||P_426|569.79|2Y 1447I|3|||||2021-03-03|9|Sabrinabury|LA|1|0|1
M_21.30.0|mbr|Q_21.30||P_319|693.69|7861 NF|0|||||2022-03-26|8|East Edward|IL|3|1|0
M_21.31.0|mbr|Q_21.31||P_175|887.57|606-PDI|0|||||2021-02-09|11|Aaronfort|NJ|4|0|0
M_21.31.1|mbr|Q_21.31||P_271|178.67|1205|3|||||2021-05-16|7|Pattersonburgh|AZ|0|1|1
M_21.34.0|mbr|Q_21.34||P_372|420.12|805-DUD|3|||||2021-08-02|4|Saraview|KY|6|0|0
M_21.35.0|mbr|Q_21.35||P_433|521.58|DXG 210|1|||||2021-03-25|13|Lake Bryan|SD|6|0|1
M_21.36.0|mbr|Q_21.36||P_360|795.24|288MGJ|0|||||2022-04-01|8|Port Nancychester|NH|6|1|1
M_21.36.1|mbr|Q_21.36||P_264|479.02|PYL0036|1|||||2021-04-25|5|Elizabethside|MS|5|1|0
M_21.36.2|mbr|Q_21.36||P_415|347.56|54V•429|2|||||2022-01-02|1|Michaelburgh|AK|4|0|1
M_21.37.0|mbr|Q_21.37||P_406|865.69|A 355688|1|||||2022-01-12|0|West Melodyfurt|TN|0|1|1
M_21.39.0|mbr|Q_21.39||P_315|834.54|ULF-1762|2|||||2021-10-10|0|Jacobsstad|OR|1|1|0
M_21.40.0|mbr|Q_21.40||P_293|645.22|4VA7344|0|||||2022-02-05|1|Stricklandhaven|NJ|3|1|0
M_21.41.0|mbr|Q_21.41||P_371|295.24|4YR7047|0|||||2021-01-18|2|Monicabury|UT|0|0|1
M_21.41.1|mbr|Q_21.41||P_459|634.58|J82 4GB|3|||||2022-02-18|4|Stephaniebury|NC|5|1|0
M_21.42.0|mbr|Q_21.42||P_318|898.26|15P 606|2|||||2021-08-19|7|New Amandaport|ME|0|0|1
M_21.43.0|mbr|Q_21.43||P_65|226.52|7ZTF 22|1|||||2021-07-20|11|Westfort|LA|0|1|0
M_21.43.1|mbr|Q_21.43||P_492|766.64|531-NLT|2|||||2021-12-08|0|New Christina|KS|4|1|0
M_21.45.0|mbr|Q_21.45||P_292|180.42|IMT-1165|0|||||2021-09-16|4|Lake Morganfurt|MN|4|1|0
M_21.47.0|mbr|Q_21.47||P_431|845.37|YI-4673|0|||||2021-02-23|1|South Danielburgh|DE|5|1|1
M_21.47.1|mbr|Q_21.47||P_223|621.63|KNB 067|2|||||2021-03-08|6|Port Ashleyville|GA|5|0|1
M_21.48.0|mbr|Q_21.48||P_0|771.3|978 9DI|0|||||2021-07-30|3|Kennedytown|MD|0|1|1
M_21.49.0|mbr|Q_21.49||P_165|908.48|092 ZXI|0|||||2022-01-12|7|Millsshire|ID|2|1|1
M_21.49.1|mbr|Q_21.49||P_353|887.4|6QJ0901|2|||||2021-08-25|5|North Michael|ME|5|0|0
M_21.50.0|mbr|Q_21.50||P_170|250.11|8W 0459W|2|||||2022-03-09|8|New Tina|NH|0|1|0
M_21.50.1|mbr|Q_21.50||P_7|761.42|6SP M13|3|||||2022-02-06|6|South Elizabeth|NJ|4|0|0
M_21.53.0|mbr|Q_21.53||P_455|557.43|026E|2|||||2021-08-29|2|Smithville|HI|4|0|0
M_21.53.1|mbr|Q_21.53||P_179|507.2|404 GJZ|3|||||2022-03-07|12|Holmesberg|NJ|0|1|0
M_21.54.0|mbr|Q_21.54||P_339|799.45|88JR497|3|||||2021-08-03|1|Leefort|ND|0|1|1
M_21.54.1|mbr|Q_21.54||P_34|445.82|938-YGH|2|||||2022-03-23|1|Hannahburgh|IA|4|1|1
M_21.56.0|mbr|Q_21.56||P_296|123.44|2NAW506|0|||||2021-07-08|9|Travisburgh|VA|5|0|1
M_21.56.1|mbr|Q_21.56||P_396|823.18|2P 0T7VJU|3|||||2021-03-27|1|Carlsonland|NE|0|1|1
M_21.56.2|mbr|Q_21.56||P_446|388.44|NBV-756|2|||||2021-09-04|2|Nicholasmouth|IA|6|0|0
M_21.58.0|mbr|Q_21.58||P_349|569.9|3WF S54|0|||||2021-06-23|12|South Angel|DC|3|1|0
M_21.59.0|mbr|Q_21.59||P_278|461.33|CEK-760|2|||||2021-01-14|8|South Melanie|TX|3|0|1
M_21.59.1|mbr|Q_21.59||P_218|100.59|M34 2CN|3|||||2022-01-27|11|New Curtismouth|PA|4|1|0
M_21.60.0|mbr|Q_21.60||P_107|492.86|85-Q300|3|||||2021-07-29|10|Wrightfurt|SC|3|1|1
M_21.60.1|mbr|Q_21.60||P_208|724.69|LLI-3435|1|||||2021-12-03|13|South Edwardport|PA|0|0|0
M_21.60.2|mbr|Q_21.60||P_363|869.61|203-IBTA|0|||||2022-01-13|13|Nathanielside|KS|4|0|0
M_21.61.0|mbr|Q_21.61||P_266|351.38|43E•378|0|||||2022-01-08|0|East Patrickside|NJ|5|1|1
M_21.61.1|mbr|Q_21.61||P_203|307.84|16DE531|0|||||2022-01-11|11|New Tyler|CA|5|0|1
M_21.61.2|mbr|Q_21.61||P_36|487.71|014-UCJ|3|||||2021-07-06|8|Gregorystad|FL|1|1|1
M_21.62.0|mbr|Q_21.62||P_480|158.92|0T 2H5ZZE|2|||||2022-01-05|8|Barbaraland|MS|1|1|0
M_21.62.1|mbr|Q_21.62||P_15|846.72|I86 4HT|2|||||2021-07-29|9|Norrisberg|ID|3|1|0
M_21.63.0|mbr|Q_21.63||P_60|479.5|9QC Y84|2|||||2021-09-13|6|Zacharymouth|CA|5|0|0
M_21.63.1|mbr|Q_21.63||P_370|140.29|AXZ-423|1|||||2021-01-04|10|Port Robertfort|LA|0|1|1
M_21.64.0|mbr|Q_21.64||P_275|803.62|D83-RDE|2|||||2022-04-23|8|Lake Brandon|MS|4|1|1
M_21.64.1|mbr|Q_21.64||P_79|466.84|VCQ L20|1|||||2022-02-17|6|Nguyenport|AL|3|0|0
M_21.64.2|mbr|Q_21.64||P_367|102.66|HG8 L8U|2|||||2022-02-05|8|Baileyhaven|CA|3|1|1
M_21.65.0|mbr|Q_21.65||P_34|745.48|970-XXO|0|||||2022-04-03|3|Anthonyview|DE|4|1|0
M_21.68.0|mbr|Q_21.68||P_97|589.07|I76-MBU|0|||||2021-06-20|9|Paulbury|KS|2|1|0
M_21.70.0|mbr|Q_21.70||P_403|629.23|0ZG0359|1|||||2021-12-03|11|Lake Bradleytown|CO|1|1|1
M_21.70.1|mbr|Q_21.70||P_152|905.42|36M 8211|3|||||2021-04-07|2|Lucasland|FL|3|0|1
M_21.73.0|mbr|Q_21.73||P_42|485.11|4-P6533|1|||||2021-09-22|7|West Ryan|AL|1|1|1
M_21.73.1|mbr|Q_21.73||P_266|513.49|7KE X54|1|||||2022-01-13|4|Jacobsonfurt|OR|5|0|1
M_21.73.2|mbr|Q_21.73||P_176|740.96|2C242|0|||||2021-09-21|4|East Davidberg|NE|3|0|0
M_21.75.0|mbr|Q_21.75||P_337|900.48|HAL 738|0|||||2022-03-12|10|Williammouth|TN|4|0|0
M_21.76.0|mbr|Q_21.76||P_67|700.27|5-S0712|3|||||2022-04-16|6|Tammybury|WA|2|0|1
M_21.76.1|mbr|Q_21.76||P_166|142.63|CXZ3212|0|||||2021-08-18|13|Lake Jasonborough|AR|5|0|1
M_21.76.2|mbr|Q_21.76||P_46|793.59|939 HDN|3|||||2021-12-03|7|West Cody|MT|1|1|0
M_21.77.0|mbr|Q_21.77||P_125|618.82|651 8244|2|||||2021-12-26|9|Derrickstad|WA|6|0|0
M_21.77.1|mbr|Q_21.77||P_349|874.66|215-LFQ|2|||||2022-03-26|9|East Courtneyport|UT|5|0|1
M_21.78.0|mbr|Q_21.78||P_222|176.44|6-O8853|2|||||2021-07-25|9|Lake Catherine|PA|4|1|0
M_21.79.0|mbr|Q_21.79||P_212|113.28|ADJ 2777|3|||||2021-11-03|6|East Jamesborough|WV|4|1|1
M_21.79.1|mbr|Q_21.79||P_366|214.13|1ON33|2|||||2021-11-13|9|Maryfort|NM|5|0|0
M_21.80.0|mbr|Q_21.80||P_334|168.57|6S 3986D|1|||||2022-03-14|3|Lake Jacobland|ND|2|1|0
M_21.81.0|mbr|Q_21.81||P_248|790.67|7TDV 80|1|||||2022-01-01|11|Drewfort|AR|5|1|1
M_21.81.1|mbr|Q_21.81||P_384|952.95|640 LQC|0|||||2021-09-16|8|Port Michele|WI|3|1|0
M_21.81.2|mbr|Q_21.81||P_340|152.54|MYG 286|0|||||2021-02-12|4|Lake Jessica|FL|6|1|0
M_21.82.0|mbr|Q_21.82||P_488|237.86|TO 48908|2|||||2022-02-04|13|Lake Nicholasberg|DC|1|1|1
M_21.82.1|mbr|Q_21.82||P_493|616.82|689-VGX|3|||||2022-01-11|11|East William|WA|4|1|1
M_21.83.0|mbr|Q_21.83||P_292|754.67|755-IOX|0|||||2021-01-03|12|North Karen|NE|2|0|0
M_21.85.0|mbr|Q_21.85||P_99|945.19|QVU 2988|0|||||2021-02-16|11|Williamsmouth|SD|4|1|0
M_21.85.1|mbr|Q_21.85||P_214|241.7|096G2|0|||||2021-12-02|3|West John|NE|5|0|1
M_21.86.0|mbr|Q_21.86||P_140|355.12|02O•952|1|||||2021-02-04|5|Harveymouth|IL|1|1|0
M_21.86.1|mbr|Q_21.86||P_278|418.04|790 IJI|1|||||2021-01-22|2|Jenkinsburgh|NE|1|0|0
M_21.86.2|mbr|Q_21.86||P_330|267.27|IRV 468|2|||||2021-04-27|0|Cordovashire|HI|0|1|1
M_21.87.0|mbr|Q_21.87||P_122|668.18|731-BZG|2|||||2021-11-04|13|Meyerton|WV|1|1|0
M_21.87.1|mbr|Q_21.87||P_16|311.19|4-88788|2|||||2021-05-25|7|Port Melanie|CA|1|0|1
M_21.87.2|mbr|Q_21.87||P_79|445.32|HMH 599|0|||||2022-03-17|5|Anthonystad|ND|3|1|0
M_21.88.0|mbr|Q_21.88||P_394|668.75|36-4984P|3|||||2021-08-26|1|South Elizabeth|IA|1|0|0
M_21.88.1|mbr|Q_21.88||P_327|605.48|3XZ 870|3|||||2021-09-17|8|East Vincent|KS|5|0|0
M_21.89.0|mbr|Q_21.89||P_452|687.98|THN-338|0|||||2021-09-18|13|Port Ralph|DC|6|1|1
M_21.89.1|mbr|Q_21.89||P_264|692.55|LHK 851|2|||||2021-03-15|10|Harperside|HI|4|0|1
M_21.89.2|mbr|Q_21.89||P_420|143.86|6-M9464|0|||||2021-03-23|4|North Calebmouth|VT|0|1|1
M_21.90.0|mbr|Q_21.90||P_234|877.29|1-38645S|2|||||2021-05-12|4|Robertport|SC|3|0|0
M_21.90.1|mbr|Q_21.90||P_248|640.29|6QUY460|0|||||2021-01-13|12|Bartonborough|KS|2|1|0
M_21.90.2|mbr|Q_21.90||P_431|610.56|WVK 1873|3|||||2021-12-21|10|Meyerview|NY|0|1|0
M_21.91.0|mbr|Q_21.91||P_191|101.4|DP6 N0X|1|||||2021-04-08|0|Port Brittany|IL|4|1|0
M_21.91.1|mbr|Q_21.91||P_356|888.43|CRK 480|1|||||2022-03-15|11|Port Ryanberg|WV|6|1|1
M_21.92.0|mbr|Q_21.92||P_390|260.0|VGB 094|3|||||2021-05-19|8|South Tracymouth|DC|5|0|0
